date,country,Percentage of IT jobs
2020-08-01T18:30:00.000Z,IN,0.454714189618958
2020-08-08T18:30:00.000Z,IN,0.448807327678121
2020-08-15T18:30:00.000Z,IN,0.448775736386161
2020-08-22T18:30:00.000Z,IN,0.449097347517691
2020-08-29T18:30:00.000Z,IN,0.451031817643214
2020-09-05T18:30:00.000Z,IN,0.451702624314873
2020-09-12T18:30:00.000Z,IN,0.45255010649603
2020-09-19T18:30:00.000Z,IN,0.452770711848521
2020-09-26T18:30:00.000Z,IN,0.451426930849435
2020-10-03T18:30:00.000Z,IN,0.454117054154098
2020-10-10T18:30:00.000Z,IN,0.470746989109748
2017-08-19T18:30:00.000Z,US,0.082798120667102
2017-08-26T18:30:00.000Z,US,0.0825541535310944
2017-09-02T18:30:00.000Z,US,0.0813160147763338
2017-09-09T18:30:00.000Z,US,0.0805583745145351
2017-09-16T18:30:00.000Z,US,0.078642687696703
2017-09-23T18:30:00.000Z,US,0.0765870452972452
2017-09-30T18:30:00.000Z,US,0.0749515114242812
2017-10-07T18:30:00.000Z,US,0.0746845266499225
2017-10-14T18:30:00.000Z,US,0.0760016844043943
2017-10-21T18:30:00.000Z,US,0.0768237751767197
2017-10-28T18:30:00.000Z,US,0.0784726560865645
2017-11-04T18:30:00.000Z,US,0.0789875548719979
2017-11-11T18:30:00.000Z,US,0.078796261662228
2017-11-18T18:30:00.000Z,US,0.0788528064383065
2017-11-25T18:30:00.000Z,US,0.076799506542002
2017-12-02T18:30:00.000Z,US,0.0775900446480235
2017-12-09T18:30:00.000Z,US,0.0780963463857532
2017-12-16T18:30:00.000Z,US,0.077628746280568
2017-12-23T18:30:00.000Z,US,0.0774651465767526
2017-12-30T18:30:00.000Z,US,0.0756015547395897
2018-01-06T18:30:00.000Z,US,0.072559728946588
2018-01-13T18:30:00.000Z,US,0.0719304600820389
2018-01-20T18:30:00.000Z,US,0.0757566695738777
2018-01-27T18:30:00.000Z,US,0.0810397745901616
2018-02-03T18:30:00.000Z,US,0.0873364204520073
2018-02-10T18:30:00.000Z,US,0.0926240771756456
2018-02-17T18:30:00.000Z,US,0.093843879698867
2018-02-24T18:30:00.000Z,US,0.0919185613732178
2018-03-03T18:30:00.000Z,US,0.0881625705604246
2018-03-10T18:30:00.000Z,US,0.0856873441366299
2018-03-17T18:30:00.000Z,US,0.081464570746364
2018-03-24T18:30:00.000Z,US,0.0777331809894938
2018-03-31T18:30:00.000Z,US,0.0758452822303289
2018-04-07T18:30:00.000Z,US,0.0722248133565222
2018-04-14T18:30:00.000Z,US,0.0712956806941453
